address	vendor
489507	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
B8C74A	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
1C427D	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
587A6A	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
DC5583	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
94D029	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
308454	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
4C189A	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
B83765	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
EC01EE	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
A81B5A	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
2C5BB8	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
44FEEF	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
2475B3	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
3C404F	GUANGDONG PISEN ELECTRONICS
000C0A	Guangdong Province Electronic Technology Research Institute
644346	GuangDong Quick Network Computer
606832	Guangdong Seneasy Intelligent Technology Co.
F4227A	Guangdong Seneasy Intelligent Technology Co.
505AC6	GUANGDONG SUPER TELECOM
84267A	GUANGDONG TAIDE ZHILIAN TECHNOLOGY
1C860B	Guangdong Taiying Technology
FC09F6	GUANGDONG TONZE ELECTRIC
B8B77D	Guangdong Transtek Medical Electronics
84E5D8	Guangdong UNIPOE IoT Technology
E8FAF7	Guangdong Uniteddata Holding Group Co.
84AC60	Guangxi Hesheng Electronics Co.
E048D8	Guangzhi Wulian Technology(Guangzhou) Co.
000CE8	GuangZhou AnJuBao Co.
2CD2E3	Guangzhou Aoshi Electronic
84326F	GUANGZHOU AVA ELECTRONICS TECHNOLOGY
303ABA	Guangzhou BaoLun Electronics Co.
F09CD7	Guangzhou Blue Cheetah Intelligent Technology Co.
E81324	GuangZhou Bonsoninfo System
F8B2F3	GUANGZHOU BOSMA TECHNOLOGY
C4700B	GUANGZHOU CHIP TECHNOLOGIES
F8B599	Guangzhou CHNAVS Digital Technology
44C233	Guangzhou Comet Technology Development
9800C1	GuangZhou CREATOR Technology Co.,(CHINA)
B4DC09	Guangzhou Dawei Communication
181171	Guangzhou Doctorpai Education & Technology
00268B	Guangzhou Escene Computer Technology Limited
000EB4	GUANGZHOU GAOKE COMMUNICATIONS TECHNOLOGY
001D81	GUANGZHOU GATEWAY ELECTRONICS CO.
E86EAD	Guangzhou Gizwits loT Technology
044BFF	GuangZhou Hedy Digital Technology Co.
B8D06F	GUANGZHOU HKUST FOK YING TUNG RESEARCH INSTITUTE
B820E7	Guangzhou Horizontal Information & Network Integration Co.
0011CC	Guangzhou Jinpeng Group
083A2F	Guangzhou Juan Intelligent Tech Joint Stock
9CA3A9	Guangzhou Juan Optical and Electronical Tech Joint Stock Co.
7CCD3C	Guangzhou Juzing Technology Co.
DC6294	Guangzhou Lango Electronics Technology
4CAEEC	Guangzhou limee technology
4099E3	Guangzhou Mudi Information Technology Co.
002259	Guangzhou New Postcom Equipment
001313	GuangZhou Post & Telecom Equipment
24F150	Guangzhou Qi'an Technology Co.
E8EBDD	Guangzhou Qingying Acoustics Technology Co.
34FA40	Guangzhou Robustel Technologies Co., Limited
9CD1D0	Guangzhou Ronsuo Electronic Technology
8CE468	Guangzhou Sageran Technology Co.
6CD869	Guangzhou Sat Infrared
002592	Guangzhou Shirui Electronic Co.
E0276C	Guangzhou Shiyuan Electronic Technology Company Limited
C08ACD	Guangzhou Shiyuan Electronic Technology Company Limited
BC6BFF	Guangzhou Shiyuan Electronic Technology Company Limited
8C3592	Guangzhou Shiyuan Electronic Technology Company Limited
F42015	Guangzhou Shiyuan Electronic Technology Company Limited
209BE6	Guangzhou Shiyuan Electronic Technology Company Limited
ECC1AB	Guangzhou Shiyuan Electronic Technology Company Limited
B4ADA3	Guangzhou Shiyuan Electronic Technology Company Limited
1C2FA2	Guangzhou Shiyuan Electronic Technology Company Limited
283DE8	Guangzhou Shiyuan Electronic Technology Company Limited
584146	Guangzhou Shiyuan Electronic Technology Company Limited
DCBD7A	Guangzhou Shiyuan Electronic Technology Company Limited
D49E3B	Guangzhou Shiyuan Electronic Technology Company Limited
385439	Guangzhou Shiyuan Electronic Technology Company Limited
D874EF	Guangzhou Shiyuan Electronic Technology Company Limited
90E468	Guangzhou Shiyuan Electronic Technology Company Limited
1884C1	Guangzhou Shiyuan Electronic Technology Company Limited
BCFAB8	Guangzhou Shiyuan Electronic Technology Company Limited
E8519E	Guangzhou Shiyuan Electronic Technology Company Limited
44370B	Guangzhou Shiyuan Electronic Technology Company Limited
702ED9	Guangzhou Shiyuan Electronics Co.
7472B0	Guangzhou Shiyuan Electronics Co.
78DDD9	Guangzhou Shiyuan Electronics Co.
00214D	Guangzhou Skytone Transmission Technology Com.
9C9811	Guangzhou Sunrise Electronics Development Co.
000774	GuangZhou Thinker Technology Co.
98A942	Guangzhou Tozed Kangwei Intelligent Technology Co.
001971	Guangzhou Unicomp Technology
70B64F	Guangzhou V-SOLUTION Electronic Technology Co.
1CEF03	Guangzhou V-SOLUTION Electronic Technology Co.
006D61	Guangzhou V-SOLUTION Electronic Technology Co.
8014A8	Guangzhou V-SOLUTION Electronic Technology Co.
4CD7C8	Guangzhou V-Solution Telecommunication Technology
B46415	Guangzhou V-Solution Telecommunication Technology
6C68A4	Guangzhou V-Solution Telecommunication Technology
28070D	GUANGZHOU WINSOUND INFORMATION TECHNOLOGY
6819AC	Guangzhou Xianyou Intelligent Technogoly CO.
B8AE1D	Guangzhou Xingyi Electronic Technology
6C1E70	Guangzhou YBDS IT
34B7FD	Guangzhou Younghead Electronic Technology
38DE35	GUANGZHOU YUANDIANHE COMMUNICATION TECHNOLOGY
00A2F5	Guangzhou Yuanyun Network Technology
A4897E	Guangzhou Yuhong Technology
D8B02E	Guangzhou Zonerich Business Machine Co.
000A8C	Guardware Systems
001932	Gude Systems GmbH
C4C9EC	Gugaoo HK Limited
0CCEF6	Guizhou Fortuneship Technology Co.
C8F2B4	Guizhou Huaxin Information Technology Co.
603C0E	Guizhou Huaxin Information Technology
5C0C0E	Guizhou Huaxintong Semiconductor Technology Co
00235B	Gulfstream
0015C9	Gumstix
00178E	Gunnebo Cash Automation AB
000FF4	Guntermann & Drunck GmbH
E80959	Guoguang Electric
405662	GuoTengShengHua Electronics
00C0A8	GVC Corporation
609AA4	GVI SECURITY
001072	GVN TECHNOLOGIES
D42493	GW Technologies
000FE9	GW TECHNOLOGIES
002195	GWD Media Limited
B48618	GX India Pvt
200C86	GX India Pvt
B43D08	GX International BV
043604	Gyeyoung I&T
000A51	GyroSignal Technology Co.
001815	GZ Technologies
908C63	GZ Weedong Networks Technology Co. 
00250D	GZT Telkom-Telmor sp. z o.o
E8C229	H-Displays (MSC) Bhd
001ED7	H-Stream Wireless
008085	H-THREE SYSTEMS Corporation
00A092	H. BOLLMANN MANUFACTURERS
58821D	H. Schomäcker GmbH
00146E	H. Stoll GmbH & Co. KG
A4B1EE	H. ZANDER GmbH & Co. KG
908C44	H.K ZONGMU TECHNOLOGY CO.
78C40E	H&D Wireless
F0BD2E	H+S Polatis
38F45E	H1-Radio
084E1C	H2A Systems, LLC
001EBF	Haas Automation
68932E	Habana Labs
14CB49	Habolink Technology
0018E8	Hacetron Corporation
000E1C	Hach Company
00136A	Hach Lange Sarl
0001D5	HAEDONG INFO & COMM CO.
00C06E	HAFT TECHNOLOGY
901711	Hagenuk Marinekommunikation GmbH
0024C6	Hager Electro SAS
00E031	HAGIWARA ELECTRIC CO.
00603C	HAGIWARA SYS-COM CO.
34C5D0	Hagleitner Hygiene International GmbH
00258D	Haier
0007A8	Haier Group Technologies
C4799F	Haiguang Smart Device
8C4361	Hailo Digital Hub GmbH & Co. KG
ECAFF9	Hailo Technologies
68D48B	Hailo Technologies
0024BD	Hainzl Industriesysteme GmbH
5C7757	Haivision Network Video
40DC9D	HAJEN
DC2834	HAKKO Corporation
0050FF	HAKKO ELECTRONICS CO.
0050E6	HAKUSAN Corporation
001F18	Hakusan.Mfg.Co
00409B	HAL COMPUTER SYSTEMS
0013E7	Halcro
000441	Half Dome Systems
C82E94	Halfa Enterprise Co.
00099D	Haliplex Communications
002440	Halo Monitoring
68505D	Halo Technologies
A0B045	Halong Mining
00118E	Halytech Mace
24BF74	Hamamatsu Photonics K.K
009006	Hamamatsu Photonics K.K
00262F	HAMAMATSU TOA ELECTRONICS
9C417C	Hame Technology Co., Limited
343794	Hamee Corp
001E9A	HAMILTON Bonaduz AG
00A059	HAMILTON HALLMARK
4C5585	Hamilton Systems
0050BC	HAMMER STORAGE SOLUTIONS
000D3D	Hammerhead Systems
D0CEC9	HAN CHANG
FC229C	Han Kyung I Net
00E057	HAN MICROTELECOM. CO.
34E70B	HAN Networks Co.
0023A0	Hana CNS Co.
40D563	HANA Electronics
00189A	HANA Micron
009008	HanA Systems
001722	Hanazeder Electronic GmbH
000BA8	HANBACK ELECTRONICS CO.
00085B	Hanbit Electronics Co.
A86AC1	HanbitEDS Co.
000193	Hanbyul Telecom Co.
00118D	Hanchang System Corp
001020	Hand Held Products
B85AFE	Handaer Communication Technology (Beijing) Co.
0002FF	Handan BroadInfoCom
0011D6	HandEra
001A0D	HandHeld entertainment
00900E	HANDLINK TECHNOLOGIES
B891C9	Handreamnet
001AF4	Handreamnet
FC75E6	Handreamnet
BC4377	Hang Zhou Huite Technology
9C1FCA	Hangzhou AlmightyDigit Technology Co.
90F1B0	Hangzhou Anheng Info&Tech
5C4842	Hangzhou Anysoft Information Technology Co. 
50E099	HangZhou Atuo Future Technology Co.
E04B41	Hangzhou Beilian Low Carbon Technology Co.
F406A5	Hangzhou Bianfeng Networking Technology Co.
D8AF3B	Hangzhou Bigbright Integrated communications system
348E89	Hangzhou BroadLink Technology Co.
1CD1D7	Hangzhou BroadLink Technology Co.
E87072	Hangzhou BroadLink Technology
24DFA7	Hangzhou BroadLink Technology
EC0BAE	Hangzhou BroadLink Technology
E81656	Hangzhou BroadLink Technology
A043B0	Hangzhou BroadLink Technology
345EE7	Hangzhou ChengFengErLai Digial Technology
58E873	HANGZHOU DANGBEI NETWORK TECH.
2002FE	Hangzhou Dangbei Network Technology Co.
001DDC	HangZhou DeChangLong Tech&Info
5050CE	Hangzhou Dianyixia Communication Technology Co.
0024AC	Hangzhou DPtech Technologies Co.
A4FB8D	Hangzhou Dunchong Technology
64F2FB	Hangzhou Ezviz Software
94EC13	Hangzhou Ezviz Software
EC97E0	Hangzhou Ezviz Software
78C1AE	Hangzhou Ezviz Software
588FCF	Hangzhou Ezviz Software
78A6A0	Hangzhou Ezviz Software
54D60D	Hangzhou Ezviz Software
20BBBC	Hangzhou Ezviz Software
34C6DD	Hangzhou Ezviz Software
0CA64C	Hangzhou Ezviz Software
E43593	Hangzhou GoTo technology
780F77	HangZhou Gubei Electronics Technology
34EA34	HangZhou Gubei Electronics Technology
C8F742	HangZhou Gubei Electronics Technology
B0F963	Hangzhou H3C Technologies Co., Limited
000FE2	Hangzhou H3C Technologies Co., Limited
80F62E	Hangzhou H3C Technologies Co., Limited
70F96D	Hangzhou H3C Technologies Co., Limited
3891D5	Hangzhou H3C Technologies Co., Limited
3822D6	Hangzhou H3C Technologies Co., Limited
50DA00	Hangzhou H3C Technologies Co., Limited
60DA83	Hangzhou H3C Technologies Co., Limited
002389	Hangzhou H3C Technologies Co., Limited
3CE5A6	Hangzhou H3C Technologies Co., Limited
5CDD70	Hangzhou H3C Technologies Co., Limited
3C8C40	Hangzhou H3C Technologies Co., Limited
9C061B	Hangzhou H3C Technologies Co., Limited
AC7409	Hangzhou H3C Technologies Co., Limited
0CDA41	Hangzhou H3C Technologies Co., Limited
74258A	Hangzhou H3C Technologies Co., Limited
741F4A	Hangzhou H3C Technologies Co., Limited
487ADA	Hangzhou H3C Technologies Co., Limited
3897D6	Hangzhou H3C Technologies Co., Limited
D461FE	Hangzhou H3C Technologies Co., Limited
703D15	Hangzhou H3C Technologies Co., Limited
600B03	Hangzhou H3C Technologies Co., Limited
84D931	Hangzhou H3C Technologies Co., Limited
C4CAD9	Hangzhou H3C Technologies Co., Limited
5866BA	Hangzhou H3C Technologies Co., Limited
70BAEF	Hangzhou H3C Technologies Co., Limited
586AB1	Hangzhou H3C Technologies Co., Limited
34BD20	Hangzhou Hikrobot Technology Co.
0C75D2	Hangzhou Hikvision Digital Technology
548C81	Hangzhou Hikvision Digital Technology
244845	Hangzhou Hikvision Digital Technology
ECC89C	Hangzhou Hikvision Digital Technology
8CE748	Hangzhou Hikvision Digital Technology
2428FD	Hangzhou Hikvision Digital Technology
ACB92F	Hangzhou Hikvision Digital Technology
D4E853	Hangzhou Hikvision Digital Technology
240F9B	Hangzhou Hikvision Digital Technology
C06DED	Hangzhou Hikvision Digital Technology
2432AE	Hangzhou Hikvision Digital Technology
E0BAAD	Hangzhou Hikvision Digital Technology
E0CA3C	Hangzhou Hikvision Digital Technology
DC07F8	Hangzhou Hikvision Digital Technology
64DB8B	Hangzhou Hikvision Digital Technology
94E1AC	Hangzhou Hikvision Digital Technology
5803FB	Hangzhou Hikvision Digital Technology
4447CC	Hangzhou Hikvision Digital Technology
98DF82	Hangzhou Hikvision Digital Technology
C056E3	Hangzhou Hikvision Digital Technology
BCAD28	Hangzhou Hikvision Digital Technology
80F5AE	Hangzhou Hikvision Digital Technology
A42902	Hangzhou Hikvision Digital Technology
188025	Hangzhou Hikvision Digital Technology
08CC81	Hangzhou Hikvision Digital Technology
A41437	Hangzhou Hikvision Digital Technology
F84DFC	Hangzhou Hikvision Digital Technology
849A40	Hangzhou Hikvision Digital Technology
C0517E	Hangzhou Hikvision Digital Technology
2CA59C	Hangzhou Hikvision Digital Technology
40ACBF	Hangzhou Hikvision Digital Technology
98F112	Hangzhou Hikvision Digital Technology
989DE5	Hangzhou Hikvision Digital Technology
3C1BF8	Hangzhou Hikvision Digital Technology
4C1F86	Hangzhou Hikvision Digital Technology
2857BE	Hangzhou Hikvision Digital Technology
ACCB51	Hangzhou Hikvision Digital Technology
5850ED	Hangzhou Hikvision Digital Technology
1012FB	Hangzhou Hikvision Digital Technology
4CF5DC	Hangzhou Hikvision Digital Technology
988B0A	Hangzhou Hikvision Digital Technology
807C62	Hangzhou Hikvision Digital Technology
BC9B5E	Hangzhou Hikvision Digital Technology
80BEAF	Hangzhou Hikvision Digital Technology
040312	Hangzhou Hikvision Digital Technology
1868CB	Hangzhou Hikvision Digital Technology
BCBAC2	Hangzhou Hikvision Digital Technology
ECA971	Hangzhou Hikvision Digital Technology
E4D58B	Hangzhou Hikvision Digital Technology
C8A702	Hangzhou Hikvision Digital Technology
A44BD9	Hangzhou Hikvision Digital Technology
4C62DF	Hangzhou Hikvision Digital Technology
4419B6	Hangzhou Hikvision Digital Technology
BC5E33	Hangzhou Hikvision Digital Technology
FC9FFD	Hangzhou Hikvision Digital Technology
E8A0ED	Hangzhou Hikvision Digital Technology
5C345B	Hangzhou Hikvision Digital Technology
4CBD8F	Hangzhou Hikvision Digital Technology
340962	Hangzhou Hikvision Digital Technology
A4A459	Hangzhou Hikvision Digital Technology
80489F	Hangzhou Hikvision Digital Technology
E0DF13	Hangzhou Hikvision Digital Technology
DCD26A	Hangzhou Hikvision Digital Technology
50E538	Hangzhou Hikvision Digital Technology
C42F90	Hangzhou Hikvision Digital Technology
54C415	Hangzhou Hikvision Digital Technology
B4A382	Hangzhou Hikvision Digital Technology
686DBC	Hangzhou Hikvision Digital Technology
A4D5C2	Hangzhou Hikvision Digital Technology
A0FF0C	Hangzhou Hikvision Digital Technology
085411	Hangzhou Hikvision Digital Technology
743FC2	Hangzhou Hikvision Digital Technology
08A189	Hangzhou Hikvision Digital Technology
44A642	Hangzhou Hikvision Digital Technology
001C47	Hangzhou Hollysys Automation Co.
906A94	hangzhou huacheng network technology co.
A83162	Hangzhou Huacheng Network Technology
1C4D89	Hangzhou Huacheng Network Technology
34C103	Hangzhou Huamu Technology
B83B8F	Hangzhou Hylin IoT Techonology
80D18B	Hangzhou I'converge Technology
BC74D7	HangZhou JuRu Technology
28D98A	Hangzhou Konke Technology
C0F636	Hangzhou Kuaiyue Technologies
30FFF6	HangZhou KuoHeng Technology
FCE892	Hangzhou Lancable Technology
5C1923	Hangzhou Lanly Technology Co.
A4C2AB	Hangzhou LEAD-IT Information & Technology
C4CD82	Hangzhou Lowan Information Technology Co.
ECDFC9	Hangzhou Microimage Software Co.
A44C62	Hangzhou Microimage Software Co.
B068B6	Hangzhou OYE Technology Co.
F8F09D	Hangzhou Prevail Communication Technology Co.
3071B2	Hangzhou Prevail Optoelectronic Equipment
807677	hangzhou puwell cloud tech co.
406A8E	Hangzhou Puwell OE Tech
DC07C1	HangZhou QiYang Technology
08BC20	Hangzhou Royal Cloud Technology Co.
2C28B7	Hangzhou Ruiying technology co.
DC54AD	Hangzhou RunZhou Fiber Technologies
785844	Hangzhou Sciener Smart Technology Co.
887033	Hangzhou Silan Microelectronic
0022AC	Hangzhou Siyuan Tech. Co.
E4842B	HANGZHOU SOFTEL OPTIC CO.
3C1E13	HANGZHOU SUNRISE TECHNOLOGY CO.
0011D5	Hangzhou Sunyard System Engineering
C0DA74	Hangzhou Sunyard Technology Co.
001DA4	Hangzhou System Technology CO.
34CF6C	Hangzhou Taili wireless communication equipment
5052D2	Hangzhou Telin Technologies Co., Limited
B47356	Hangzhou Treebear Networking Co.
241B44	Hangzhou Tuners Electronics Co.
58FD5D	Hangzhou Xinyun technology Co.
D848EE	Hangzhou Xueji Technology Co.
CCE236	Hangzhou Yaguan Technology Co.
E061B2	HANGZHOU ZENOINTEL TECHNOLOGY CO.
848319	Hangzhou Zero Zero Technology Co.
AC3D75	HANGZHOU ZHIWAY TECHNOLOGIES
74546B	hangzhou zhiyi communication co.
3032D4	Hanilstm Co.
001FC1	Hanlong Technology
000EBA	HANMI SEMICONDUCTOR CO.
701E68	Hanna Instruments
000E25	Hannae Technology Co.
F013C1	Hannto Technology Co.
18673F	Hanover Displays Limited
204AAA	Hanscan Spain S.A
EC316D	Hansgrohe
0025E3	Hanshinit
087158	HANSHOW TECHNOLOGY
6C1E90	Hansol Technics Co.
001E04	Hanson Research Corporation
608C2B	Hanson Technology
CC9093	Hansong Tehnologies
001895	Hansun Technologies
7C02BC	Hansung Electronics Co.
0009A5	HANSUNG ELETRONIC INDUSTRIES DEVELOPMENT CO.
000886	Hansung Teliann
0021A7	Hantle System Co.
1078CE	Hanvit SI
000C5B	HANWANG TECHNOLOGY
8C1D55	Hanwha NxMD (Thailand) Co.
E43022	Hanwha Vision VietNam
44B423	HANWHA VISION VIETNAM COMPANY LIMITED
1853E0	Hanyang Digitech
000358	Hanyang Digitech
4C9EE4	Hanyang Navicom
0019B0	HanYang System
E46251	HAO CHENG GROUP LIMITED
000ADE	Happy Communication Co.
709756	Happyelectronics
18017D	Harbin Arteor technology co.
00053B	Harbour Networks , Co. Beijing
00121F	Harding Instruments
001D41	Hardy Instruments
D4EC0C	Harley-Davidson Motor Company
9C645E	Harman Consumer Group
001950	Harman Multimedia
000FD7	Harman Music Group
00165A	Harman Specialty Group
B0BC7A	Harman/Becker Automotive Systems GmbH
A056B2	Harman/Becker Automotive Systems GmbH
9CDF03	Harman/Becker Automotive Systems GmbH
9CF55F	Harman/Becker Automotive Systems GmbH
001CD7	Harman/Becker Automotive Systems GmbH
384554	Harman/Becker Automotive Systems GmbH
F8E877	Harman/Becker Automotive Systems GmbH
2856C1	Harman/Becker Automotive Systems GmbH
00D0C1	HARMONIC DATA SYSTEMS
0060CA	HARMONIC SYSTEMS INCORPORATED
000CA2	Harmonic Video Network
0090F0	Harmonic Video Systems
000BBA	Harmonic
0020A3	Harmonic
00D028	Harmonic
000A6E	Harmonic
003030	HARMONIX Corporation
000E37	Harms & Wende GmbH & Co.KG
00402D	HARRIS ADACOM Corporation
0017F3	Harris Corporation
0006EC	Harris Corporation
0000C3	Harris Corporation
000268	Harris Government Communications
001B1E	HART Communication Foundation
0009A4	HARTEC Corporation
0011FC	HARTING Electronics GmbH
000AED	HARTING Electronics GmbH
D47B75	HARTING Electronics GmbH
2C8065	HARTING  of North America
104963	HARTING K.K
0024E2	HASEGAWA ELECTRIC
000EB9	HASHIMOTO Electronics Industry
00305F	Hasselblad
0008D6	HASSNET
00190A	HASWARE
003D41	Hatteland Computer AS
000DFE	Hauppauge Computer Works
00167B	Haver&Boecker
DCED84	Haverford Systems
001F9C	Havis
F4A52A	Hawa Technologies
40605A	Hawkeye Tech Co.
000E3B	Hawking Technologies
ACE9AA	Hay Systems
0000DC	HAYES MICROCOMPUTER PRODUCTS
0000CF	HAYES MICROCOMPUTER PRODUCTS
00A031	HAZELTINE Corporation, MS 1-17
5C43D2	HAZEMEYER
1871D5	Hazens Automotive Electronics(SZ)
F0ACA4	HBC-radiomatic
0009CB	HBrain
000070	HCL LIMITED
DC2E6A	HCT. Co.
000A31	HCV Consulting
001F51	HD Communications Corp
ECF72B	HD DIGITAL TECH CO.
883E0D	HD Hyundai Electric
C45DD8	HDMI Forum
444891	HDMI Licensing, LLC
000C03	HDMI Licensing, LLC
D4883F	HDPRO CO.
90848B	HDR10+ Technologies, LLC
2031EB	HDSN
A8BF3C	HDV Phoelectron Technology Limited
00608E	HE ELECTRONICS, TECHNOLOGIE & SYSTEMTECHNIK GmbH
5070E5	He Shan World Fair Electronics Technology Limited
001207	Head Strong International Limited
001844	Heads Up Technologies
E4CE70	Health & Life co.
001BE3	Health Hero Network
94E0D0	HealthStream Taiwan
000923	Heaman System Co.
F041C6	Heat Tech Company
00111D	Hectrix Limited
002098	HECTRONIC AB
001590	Hectronic GmbH
002599	Hedon e.d. B.V
ACCB09	Hefcom Metering (Pty)
1C8341	Hefei Bitland Information Technology
9C1C6D	HEFEI DATANG STORAGE TECHNOLOGY
908938	Hefei Linkin Technology Co.
F4951B	Hefei Radio Communication Technology Co.
14825B	Hefei Radio Communication Technology Co.
589BF7	Hefei Radio Communication Technology Co.
C8AFE3	Hefei Radio Communication Technology Co.
304487	Hefei Radio Communication Technology Co.
C8059E	Hefei Symboltek
287CDB	Hefei Toycloud Technology
0011FB	Heidelberg Engineering GmbH
00065D	Heidelberg Web Systems
00017B	Heidelberger Druckmaschinen AG
B01F47	Heights Telecom T
00B8C2	Heights Telecom T
001450	Heim Systems GmbH
0097FF	Heimann Sensor GmbH
B0DD74	Heimgard Technologies AS
A854A2	Heimgard Technologies AS
DCEC06	Heimi Network Technology Co.
000E36	HEINESYS
34862A	Heinz Lackmann GmbH & Co KG
00B7A8	Heinzinger electronic GmbH
349D90	Heinzmann GmbH & CO. KG
000199	HeiSei Electronics
003026	HeiTel Digital Video GmbH
00E015	HEIWA Corporation
001499	Helicomm
641A22	Heliospectra AB
001069	HELIOSS COMMUNICATIONS
6081F9	Helium Systems
000F22	Helius
00090E	Helix Technology
A04CC1	Helixtech Corp
889FAA	Hella Gutmann Solutions GmbH
686350	Hella India Automotive Pvt
84850A	Hella Sonnen- und Wetterschutztechnik GmbH
CC4BFB	Hellberg Safety AB
000059	Hellige GMBH
5C6B4F	Hello
4CD7B6	Helmer Scientific
002349	Helmholtz Centre Berlin for Material and Energy
24EA40	Helmholz GmbH & Co. KG
000658	Helmut Fischer GmbH Institut für Elektronik und Messtechnik
D0F73B	Helmut Mauell GmbH Werk Weida
B01F29	Helvetia
000A91	HemoCue AB
B8C3BF	Henan Chengshi NetWork Technology Co.，
48EB65	Henan KunLun Technologies
FC3FAB	Henan Lanxin Technology Co.
F809A4	Henan Thinker Rail Transportation Research
A083B4	HeNet B.V
001DA0	Heng Yu Electronic Manufacturing Company Limited
F45595	HENGBAO Corporation
BC6A2F	Henge Docks LLC
0C2138	Hengstler GmbH
E437D7	HENRI DEPAEPE S.A.S
001F77	HEOL DESIGN
000D9B	Heraeus Electro-Nite International N.V
B40E96	HERAN
0008D3	Hercules Technologies S.A.S
247C4C	Herman Miller
0060EC	HERMARY OPTO ELECTRONICS
C40F09	Hermes electronic GmbH
009019	HERMES ELECTRONICS CO.
0003E5	Hermstedt SG
00E0CC	HERO SYSTEMS
2C6F51	Herospeed Digital Technology Limited
B8F4D0	Herrmann Ultraschalltechnik GmbH & Co. Kg
E4AFA1	HES-SO
000E0D	Hesch Schröder GmbH
00E010	HESS SB-AUTOMATENBAU GmbH
00056A	Heuft Systemtechnik GmbH
0080F9	HEURIKON Corporation
9C7BEF	Hewlett Packard
10E7C6	Hewlett Packard
B8AF67	Hewlett Packard
80CE62	Hewlett Packard
40B034	Hewlett Packard
0060B0	Hewlett Packard
705A0F	Hewlett Packard
B499BA	Hewlett Packard
2C4138	Hewlett Packard
441EA1	Hewlett Packard
78E7D1	Hewlett Packard
3464A9	Hewlett Packard
3863BB	Hewlett Packard
5CB901	Hewlett Packard
DC4A3E	Hewlett Packard
9CB654	Hewlett Packard
001CC4	Hewlett Packard
001E0B	Hewlett Packard
002264	Hewlett Packard
0025B3	Hewlett Packard
6C3BE5	Hewlett Packard
A0B3CC	Hewlett Packard
ECB1D7	Hewlett Packard
784859	Hewlett Packard
643150	Hewlett Packard
B05ADA	Hewlett Packard
001083	Hewlett Packard
